ID,Title,Content,Date,Slug,Status,"Image Featured",wpcf-in-the-news-published-date,in_the_news_source,in_the_news_og_article_url,in_the_news_date,in_the_news_image,in_the_news_image_url,"Featured on Listing Page?",perspective_business_sector,"Content Series Applied",news_slider_short_title,in_the_news_summury,"Mobile Featured Image","Push notification","Publish on mobile ?",_wpml_import_language_code,_wpml_import_source_language_code,_wpml_import_translation_group
13066,"Abdul Latif Jameel, KSA’da kendi ilk konut kompleksini geliştirdi","<p>Abdul Latif Jameel Arazi bölümü, Suudi Arabistan’daki ilk konut projesini açıkladı – Cidde’deki J One Kompleksi. Şirketin gayrimenkul geliştirme şirketi olan Sakan Jameel tarafından geliştirilen bu yeni proje 2018 yılında tamamlanması planlanan 242 adet dikey konut kompleksinden oluşmaktadır.</p>","2017-08-17 07:52:19",abdul-latif-jameel-land-develops-first-residential-complex-saudi-arabia,publish,https://media.alj.com/app/uploads/2016/11/rafic_kreidie_and_mohammed_jameel_signing.jpg,1470009600,"Saudi Gazette",http://saudigazette.com.sa/article/160344/Abdul-Latif-Jameel-Land-develops-its-first-residential-complex-in-KSA,"August 1, 2016",79067,https://media.alj.com/app/uploads/2020/10/saudi-gazette.jpg,,,,,"<p>Abdul Latif Jameel Arazi bölümü, Suudi Arabistan’daki ilk konut projesini açıkladı – Cidde’deki J One Kompleksi. Şirketin gayrimenkul geliştirme şirketi olan Sakan Jameel tarafından geliştirilen bu yeni proje 2018 yılında tamamlanması planlanan 242 adet dikey konut kompleksinden oluşmaktadır.</p>
",,no,,tr,en,3638
13068,"Jameel Topluluğu ve MIT Suudi Arabistan’da ve tüm dünyada eğitimin dönüştürülmesine yardımcı oluyor","<p>Jameel Topluluğu ve Massachusetts Institute of Technology (MIT), Suudi Arabistan’da, Orta Doğu’da ve tüm dünyada eğitim ve öğretim için destek sağlayan yeni bir global eğitim laboratuvarı oluşturuyor.</p>","2017-08-17 07:28:55",community-jameel-mit-help-transform-education-saudi-arabia-around-world,publish,https://media.alj.com/app/uploads/2017/05/Left-to-Right-MIT-President-L.-Rafael-Reif-Fady-Mohammed-Jameel-President-of-Community-Jameel-International-MIT-Vice-President-for-Open-Learning-Sanjay-Sarma-752x357.jpg,1493769600,"Gulf News",http://gulfnews.com/news/uae/education/community-jameel-and-mit-help-transform-education-in-saudi-arabia-and-around-the-world-1.2021200,"May 3, 2017",78997,https://media.alj.com/app/uploads/2020/10/gulf-news.jpg,,,,,"<p>Jameel Topluluğu ve Massachusetts Institute of Technology (MIT), Suudi Arabistan’da, Orta Doğu’da ve tüm dünyada eğitim ve öğretim için destek sağlayan yeni bir global eğitim laboratuvarı oluşturuyor.</p>
",,no,,tr,en,3633
13070,"Art Jameel Kendi Ülkesinde ve Yurt Dışında Genişliyor","<p>Kâr amacı gütmeyen bir kuruluş olan Art Jameel, hem Dubai’de büyük bir çağdaş Art Jameel Kendi Ülkesinde ve Yurt Dışında Genişliyorsanatlar enstitüsünün açılışını hem de Metropolitan Sanat Müzesi ile yeni uzun vadeli satın alma ortaklığını açıklamak için Dubai’nin Sanat Haftasını seçti.</p>","2017-08-17 07:32:40",art-jameel-expand-home-abroad,publish,https://media.alj.com/app/uploads/2017/05/Jameel-Arts-Centre-northside-view-from-the-Creek-Serie-Architects.jpg,1489622400,"Harper Bazaar",http://www.harpersbazaararabia.com/art/news/art-jameel-expand-at-home-and-abroad,"March 16, 2017",79004,https://media.alj.com/app/uploads/2020/10/harpers-bazzar-arabia.jpg,,,,,"<p>Kâr amacı gütmeyen bir kuruluş olan Art Jameel, hem Dubai’de büyük bir çağdaş sanatlar enstitüsünün açılışını hem de Metropolitan Sanat Müzesi ile yeni uzun vadeli satın alma ortaklığını açıklamak için Dubai’nin Sanat Haftasını seçti.</p>
",,no,,tr,en,3634
13072,"Mohammed Abdul Latif Jameel onursal şövalyelik nişanı aldı","<p><a href=""https://alj.com/en/our-people/mohammed-abdul-latif-jameel/"">Mohammed Abdul Latif Jameel</a>’e yardımseverlik faaliyetleri ve Birleşik Krallık’ta sanatın ve kültürün gelişmesine sağladığı destek nedeni ile İngiltere Kraliçesi tarafından onursal şövalyelik verildi.</p>","2017-08-17 08:00:19",mohammed-abdul-latif-jameel-receives-honorary-knighthood,publish,https://media.alj.com/app/uploads/2016/11/mohammed_abdul_latif_jameel_honorary_knighthood_riyadh_10.2.15.jpg,1423958400,"Al Arabiya",http://english.alarabiya.net/en/variety/2015/02/15/Saudi-philanthropist-Mohammed-Jameel-receives-honorary-knighthood.html,"February 15, 2015",79151,https://media.alj.com/app/uploads/2020/10/al-arabiya-english.jpg,,,,,"<p><a href=""https://www.alj.com/en/our-people/mohammed-abdul-latif-jameel/"">Mohammed Abdul Latif Jameel</a>’e yardımseverlik faaliyetleri ve Birleşik Krallık’ta sanatın ve kültürün gelişmesine sağladığı destek nedeni ile İngiltere Kraliçesi tarafından onursal şövalyelik verildi.</p>
",,no,,tr,en,3639
13074,安利捷房地产公司在沙特阿拉伯开发首个住宅综合项目,"<p>安利捷房地产公司宣布在沙特阿拉伯建设的首个住宅项目——位于吉达的 J One Complex。这个新项目是一个由 242 间公寓组成的垂直住宅综合体，公司的房地产开发公司 Sakan Jameel 负责进行开发，计划于 2018 年竣工。</p>","2017-08-17 07:52:19",abdul-latif-jameel-land-develops-first-residential-complex-saudi-arabia,publish,https://media.alj.com/app/uploads/2016/11/rafic_kreidie_and_mohammed_jameel_signing.jpg,1470009600,"Saudi Gazette",http://saudigazette.com.sa/article/160344/Abdul-Latif-Jameel-Land-develops-its-first-residential-complex-in-KSA,"August 1, 2016",79063,https://media.alj.com/app/uploads/2020/10/saudi-gazette.jpg,,,,,"<p>安利捷房地产公司宣布在沙特阿拉伯建设的首个住宅项目——位于吉达的 J One Complex。这个新项目是一个由 242 间公寓组成的垂直住宅综合体，公司的房地产开发公司 Sakan Jameel 负责进行开发，计划于 2018 年竣工。</p>
",,no,,zh-hans,en,3638
13076,"安利捷慈善机构 “Community Jameel” 和麻省理工学院（MIT）努力改善沙特阿拉伯和世界其他地区的教育","<p>Community Jameel 和麻省理工学院正在打造一个全新的全球教育实验室，以支持沙特阿拉伯、中东及世界各地人们的教育和学习。</p>","2017-08-17 07:28:55",community-jameel-mit-help-transform-education-saudi-arabia-around-world,publish,https://media.alj.com/app/uploads/2017/05/Left-to-Right-MIT-President-L.-Rafael-Reif-Fady-Mohammed-Jameel-President-of-Community-Jameel-International-MIT-Vice-President-for-Open-Learning-Sanjay-Sarma-752x357.jpg,1493769600,"Gulf News",http://gulfnews.com/news/uae/education/community-jameel-and-mit-help-transform-education-in-saudi-arabia-and-around-the-world-1.2021200,"May 3, 2017",78993,https://media.alj.com/app/uploads/2020/10/gulf-news.jpg,,,,,"<p>Community Jameel 和麻省理工学院正在打造一个全新的全球教育实验室，以支持沙特阿拉伯、中东及世界各地人们的教育和学习。</p>
",,no,,zh-hans,en,3633
13078,新的科技可能让食品检验更便宜更快捷,"<p>麻省理工学院的研究人员开发出一种新的传感器，通过智能手机技术检测食物中的有害细菌，包括大肠杆菌 (E.coli)。这种传感器由麻省理工学院 John D. MacArthur 化学系教授 Timothy Swager 的实验室开发，该项目受到麻省理工学院安利捷世界供水与食品安全实验室 (J-WAFS) 解决方案计划的支持。</p>","2017-08-17 07:38:34",new-technology-offer-cheaper-faster-food-testing,publish,https://media.alj.com/app/uploads/2016/11/j-wafs_2_0.jpg,1494374400,"Arab News",http://www.arabnews.com/node/1097061/corporate-news,"May 10, 2017",79161,https://media.alj.com/app/uploads/2020/10/arab-news.jpg,1,,,,"<p>麻省理工学院的研究人员开发出一种新的传感器，通过智能手机技术检测食物中的有害细菌，包括大肠杆菌 (E.coli)。这种传感器由麻省理工学院 John D. MacArthur 化学系教授 Timothy Swager 的实验室开发，该项目受到麻省理工学院安利捷世界供水与食品安全实验室 (J-WAFS) 解决方案计划的支持。</p>
",,no,,zh-hans,en,3635
13080,"Mohammed Abdul Latif Jameel 获封荣誉骑士称号","<p><a href=""https://alj.com/en/our-people/mohammed-abdul-latif-jameel/"">Mohammed Abdul Latif Jameel</a> 被英国女王授予荣誉骑士称号，以表彰其慈善活动，以及对英国艺术和文化发展的支持。</p>","2017-08-17 08:00:19",mohammed-abdul-latif-jameel-receives-honorary-knighthood,publish,https://media.alj.com/app/uploads/2016/11/mohammed_abdul_latif_jameel_honorary_knighthood_riyadh_10.2.15.jpg,1423958400,"Al Arabiya",http://english.alarabiya.net/en/variety/2015/02/15/Saudi-philanthropist-Mohammed-Jameel-receives-honorary-knighthood.html,"February 15, 2015",79147,https://media.alj.com/app/uploads/2020/10/al-arabiya-english.jpg,,,,,"<p><a href=""https://www.alj.com/en/our-people/mohammed-abdul-latif-jameel/"">Mohammed Abdul Latif Jameel</a> 被英国女王授予荣誉骑士称号，以表彰其慈善活动，以及对英国艺术和文化发展的支持。</p>
",,no,,zh-hans,en,3639
13082,安利捷将为沙特阿拉伯带来革命性脊椎治疗技术,"<p>安利捷于周三同日本公司 CYBERDYNE, Inc. 签署一份谅解备忘录 (MoU)，将顶尖科技引进到沙特阿拉伯，帮助病人对抗创伤性脊髓损伤。</p>","2017-08-17 07:42:23",abdul-latif-jameel-bring-revolutionary-spinal-treatment-technology-saudi-arabia,publish,https://media.alj.com/app/uploads/2017/05/HAL-Technology.jpg,1489622400,"Saudi Gazette",http://saudigazette.com.sa/article/174912/Abdul-Latif-Jameel-to-bring-revolutionary-spinal-treatment-technology-to-Kingdom,"March 16, 2017",79063,https://media.alj.com/app/uploads/2020/10/saudi-gazette.jpg,,,,,"<p>安利捷于周三同日本公司 CYBERDYNE, Inc. 签署一份谅解备忘录 (MoU)，将顶尖科技引进到沙特阿拉伯，帮助病人对抗创伤性脊髓损伤。</p>
",,no,,zh-hans,en,3636
13681,"J-WAFS at MIT develops technologies that provide low cost clean drinking water and reduce pesticide use","<p>New research into using wood to provide low cost clean drinking water and reducing the amount of pesticides needed for crop production are among several new projects being developed by the Abdul Latif Jameel World Water and Food Security Lab (J-WAFS) at the Massachusetts Institute of Technology (MIT), reports Gulf News.</p>
<p>These technologies propose solutions to these and other global water and food supply challenges by improving food and water safety monitoring, water filtration, irrigation, and reducing pesticide use.</p>","2017-09-14 13:05:11",j-wafs-mit-develops-technologies-provide-low-cost-clean-drinking-water-reduce-pesticide-use,publish,https://media.alj.com/app/uploads/2017/09/D-Lab-research-associate-Megha-Hegde-along-with-two-local-students-from-India-conducts-a-hands-on-workshop-on-water-filters-with-the-women-of-Mujholi-village-in-Ranikh.jpg,1505088000,"Gulf News ",http://gulfnews.com/news/gulf/saudi-arabia/j-wafs-at-mit-develops-technologies-that-provide-low-cost-clean-drinking-water-1.2088170,"September 11, 2017",78991,https://media.alj.com/app/uploads/2020/10/gulf-news.jpg,,,,,"<p>New research into using wood to provide low cost clean drinking water and reducing the amount of pesticides needed for crop production are among several new projects being developed by the Abdul Latif Jameel World Water and Food Security Lab (J-WAFS) at the Massachusetts Institute of Technology (MIT), reports Gulf News.</p>
",https://media.alj.com/app/uploads/2017/09/DLabresearchassociateMeghaHegde.jpg,no,,en,,3805
13684,"معمل عبد اللطيف جميل للأمن الغذائي والمائي العالمي يطوّر تقنيات حديثة للحصول على مياه شرب نظيفة منخفضة التكلفة وتقليل الحاجة لاستخدام المبيدات في الزراعة بنسبة 50%","<p>كشف معمل عبد اللطيف جميل للأمن الغذائي والمائي العالمي (J-WAFS) في معهد ماساتشوستس للتكنولوجيا في الولايات المتحدة الأمريكية عن عدد من المشاريع البحثية الهامة، من بينها مشروع مبتكر يهدف إلى تطوير تقنيات لاستخدام الخشب للحصول على مياه شرب نظيفة منخفظة التكلفة، إلى جانب تخفيض الحاجة لاستخدام المبيدات في الزراعة بنسبة كبيرة.</p>
<p> ويُعد معمل عبد اللطيف جميل للأمن الغذائي والمائي العالمي الذي تأسس عام 2014 بالشراكة بين مجتمع جميل ومعهد ماساتشوستس للتكنولوجيا منصةً هامة لتعزيز البحث العلمي وإطلاق تقنيات وسياسات وبرامج جديدة تستهدف وضع حلول للعديد من التحديات الحالية التي تواجهها الأنظمة المائية والغذائية العالمية اليوم.</p>","2017-09-14 13:05:11",j-wafs-mit-develops-technologies-provide-low-cost-clean-drinking-water-reduce-pesticide-use,publish,https://media.alj.com/app/uploads/2017/09/D-Lab-research-associate-Megha-Hegde-along-with-two-local-students-from-India-conducts-a-hands-on-workshop-on-water-filters-with-the-women-of-Mujholi-village-in-Ranikh.jpg,1505088000,"غلف نيوز",http://gulfnews.com/news/gulf/saudi-arabia/j-wafs-at-mit-develops-technologies-that-provide-low-cost-clean-drinking-water-1.2088170,"September 11, 2017",78992,https://media.alj.com/app/uploads/2020/10/gulf-news.jpg,,,,,"<p> كشف معمل عبد اللطيف جميل للأمن الغذائي والمائي العالمي (J-WAFS) في معهد ماساتشوستس للتكنولوجيا في الولايات المتحدة الأمريكية عن عدد من المشاريع البحثية الهامة، من بينها مشروع مبتكر يهدف إلى تطوير تقنيات لاستخدام الخشب للحصول على مياه شرب نظيفة منخفظة التكلفة، إلى جانب تخفيض الحاجة لاستخدام المبيدات في الزراعة بنسبة كبيرة.</p>
",,no,,ar,en,3805
14034,"Water sourced from desert air – and it's no mirage","<p>The Sahara could become one enormous oasis as scientists work on a new device to gather water from desert air, reports The National.</p>
<p>More people will result in a greater need for food, meaning more water will be necessary for increased agriculture. This has led scientists at Massachusetts Institute of Technology (MIT), supported by Saudi Arabia’s Abdul Latif Jameel, to create a device that can extract water from the air. And the best part: the drier the climate, the better.</p>","2017-09-27 08:59:59",14034,publish,https://media.alj.com/app/uploads/2017/05/Image-courtesy-of-Dr.-Evelyn-Wang-and-Dr.-Mircea-Dinca.jpg,1500249600,"The National",https://www.thenational.ae/business/technology/water-sourced-from-desert-air-and-it-s-no-mirage-1.609686,"July 17, 2017",79103,https://media.alj.com/app/uploads/2020/10/the-national.jpg,,,,,"<p>The Sahara could become one enormous oasis as scientists work on a new device to gather water from desert air, reports The National.</p>
",https://media.alj.com/app/uploads/2017/09/ImagecourtesyofDrEvelynWangandDrMirceaDinca.jpg,no,,en,,3887
